DATE,Site Name,Site #,Duplicate site? (Y/N),JD,CJD,MO,DAY,YR,TIME,Q (cfs),Staff Gage (ft),TEMP (?C),COND (microS/cm),DO (mg/L),PH,PSAT (%),TP (microg/L),PO4 (microg/L),NH4 (microg/L),NO2 (microg/L),NO3+NO2 (microg/L),TN (microg/L),SiO2 (microg/L),TSS (mg/L),Turbidity (NTU),Notes
20-Apr-10,SF Sprague @ Picnic Area,SR0050,NA,110,3395,4,20,2010,940,95.07,1.84,5.58,68,11.02,7.56,87.6,59,18,7,1,25,349,33200,NA,15.4,NA
20-Apr-10,Sycan R @ Drews Rd,SR0070,NA,110,3395,4,20,2010,1425,50.76,1.46,11.53,91,9.3,7.83,85.4,39,21,3,1,22,379,28800,NA,5.6,NA
20-Apr-10,N. Fork Sprague R @ Ivory Pine,SR0140,NA,110,3395,4,20,2010,1250,146.48,2.24,6.29,51,10.98,7.57,88.8,87,33,11,2,23,343,29600,NA,18.6,NA
21-Apr-10,SF Sprague @ Picnic Area,SR0050,NA,111,3396,4,21,2010,1010,104.69,1.93,2.4,66,12.42,7.81,91,55,19,7,1,35,298,32000,NA,13.6,NA
21-Apr-10,Sprague R @ Godowa Rd,SR0060,NA,111,3396,4,21,2010,1425,408.78,2.15,7.57,74,10.97,8.29,91.7,58,34,14,1,21,240,32000,NA,9.5,NA
21-Apr-10,SF Sprague @ Ivory Pine,SR0150,NA,111,3396,4,21,2010,1240,130.14,1.68,5.08,76,11.4,7.78,89.5,69,NA,NA,1,27,NA,32700,NA,NA,NA
22-Apr-10,Sprague R @ Lone Pine,SR0080,NA,112,3397,4,22,2010,1145,438.51,2.23,7.37,91,10.54,7.86,87.6,64,33,3,1,4,260,31600,NA,9.2,NA
22-Apr-10,Sprague R @ Power Plant,SR0090,NA,112,3397,4,22,2010,1335,436.98,2.06,10.71,93,10.66,8.25,96.1,62,37,3,1,4,251,32600,NA,6.6,NA
26-Apr-10,NF Sprague @ 3411 Rd,SR0040,NA,116,3401,4,26,2010,1245,172.4,1.55,4.07,40,12.18,7.69,93.1,63,24,10,1,23,237,NA,NA,10.9,NA
26-Apr-10,Sycan R @ Drews Rd,SR0070,NA,116,3401,4,26,2010,15.06,86.01,1.97,10.94,78,10.07,7.83,91.2,46,16,7,1,29,482,36700,NA,5.6,NA
29-Apr-10,SF Sprague @ Picnic Area,SR0050,NA,119,3404,4,29,2010,830,142.85,2.06,2.43,64,12.15,7.68,88.9,54,17,NA,1,19,264,34100,NA,14.5,NA
29-Apr-10,Sprague R @ Godowa Rd,SR0060,NA,119,3404,4,29,2010,1315,694.17,4.05,6.09,70,10.13,7.56,81.6,80,38,42,1,32,457,35800,NA,26.2,NA
29-Apr-10,Sycan R @ Drews Rd,SR0070,NA,119,3404,4,29,2010,1510,262.77,3.62,6.67,54,11.35,7.65,92.7,53,10,15,1,8,566,28000,NA,14.1,NA
29-Apr-10,SF Sprague @ Ivory Pine,SR0150,NA,119,3404,4,29,2010,1100,355.41,3.26,3.43,73,11.26,7.58,84.6,80,29,14,1,13,530,33100,NA,32.6,NA
30-Apr-10,Sprague R @ Lone Pine,SR0080,NA,120,3405,4,30,2010,855,936.36,3.78,5.92,78,9.53,7.49,76.4,103,43,10,1,16,667,31200,NA,32.9,NA
30-Apr-10,Sprague R @ Power Plant,SR0090,NA,120,3405,4,30,2010,1140,734.25,2.62,8.08,88,10.59,7.88,89.6,82,34,3,1,8,388,35500,NA,18.6,NA
05-May-10,Sprague R @ Godowa Rd,SR0060,NA,125,3410,5,5,2010,1010,522.21,2.95,9.09,71,10.29,7.88,89.2,52,29,14,1,16,258,30000,NA,9.6,NA
05-May-10,Sprague R @ Lone Pine,SR0080,NA,125,3410,5,5,2010,1255,643.83,2.8,10,80,10,7.76,88.6,53,28,23,1,9,364,30800,NA,12,NA
05-May-10,Sprague R @ Power Plant,SR0090,NA,125,3410,5,5,2010,1515,609.25,2.38,11.11,85,10.22,8.01,92.9,61,31,11,1,4,385,31400,NA,13,NA
05-May-10,SF Sprague @ Ivory Pine,SR0150,NA,125,3410,5,5,2010,1207,NA,2.09,6.46,75,11.29,7.78,91.7,38,15,9,1,4,229,32100,NA,11.8,NA
06-May-10,NF Sprague @ 3411 Rd,SR0040,NA,126,3411,5,6,2010,1102,141.89,1.41,2.38,40,12.54,7.64,91.6,47,21,11,1,15,181,27100,NA,4.3,NA
06-May-10,SF Sprague @ Picnic Area,SR0050,NA,126,3411,5,6,2010,940,113.25,1.89,2.02,62,12.74,7.78,92.2,35,12,8,1,4,133,32600,NA,5.9,NA
06-May-10,Sycan R @ Drews Rd,SR0070,NA,126,3411,5,6,2010,1338,122.15,2.44,9.93,68,10.72,7.87,94.9,39,12,10,1,19,421,28200,NA,5,NA
06-May-10,N. Fork Sprague R @ Ivory Pine,SR0140,NA,126,3411,5,6,2010,1210,162.67,2.38,4.75,49,12.23,7.6,95.2,49,23,14,1,13,180,28600,NA,8.4,NA
19-May-10,SF Sprague @ Picnic Area,SR0050,NA,139,3424,5,19,2010,930,174.74,2.33,7.21,55,10.94,7.72,90.6,41,17,10,1,4,197,28800,NA,6.1,NA
19-May-10,Sycan R @ Drews Rd,SR0070,NA,139,3424,5,19,2010,1450,192.37,3.3,13.99,68,9.26,7.81,89.9,40,11,13,1,13,546,27400,NA,6.5,NA
19-May-10,N. Fork Sprague R @ Ivory Pine,SR0140,NA,139,3424,5,19,2010,1225,282.26,3.45,8.64,44,10.59,7.48,90.8,58,24,11,1,8,209,24800,NA,8.9,NA
20-May-10,Sprague R @ Godowa Rd,SR0060,NA,140,3425,5,20,2010,910,622.82,3.69,10.39,64,7.36,7.67,83.7,52,28,10,1,4,225,28800,NA,7,NA
20-May-10,Sprague R @ Lone Pine,SR0080,NA,140,3425,5,20,2010,1350,805.59,3.35,13.14,73,9.12,7.66,86.9,64,29,15,1,4,356,29600,NA,7.7,NA
20-May-10,Sprague R @ Power Plant,SR0090,NA,140,3425,5,20,2010,1555,757.7,2.6,13.58,75,9.42,7.91,90.5,66,32,12,1,4,365,29300,NA,10,NA
20-May-10,SF Sprague @ Ivory Pine,SR0150,NA,140,3425,5,20,2010,1138,228.08,2.7,9.04,65,10.64,7.71,92.2,44,18,10,1,4,217,31700,NA,8.4,NA
02-Jun-10,Sprague R @ Godowa Rd,SR0060,NA,153,3438,6,2,2010,1420,NA,2.9,13.54,75,9.67,8.14,92.9,62,30,14,1,8,242,30200,NA,4.5,NA
02-Jun-10,Sprague R @ Lone Pine,SR0080,NA,153,3438,6,2,2010,1055,494.51,2.5,14.95,86,8.14,7.65,80.7,53,27,9,1,4,326,29400,NA,6.2,NA
02-Jun-10,Sprague R @ Power Plant,SR0090,NA,153,3438,6,2,2010,925,501.77,2.19,15.61,88,8.32,7.76,83.6,58,31,12,1,4,332,29200,NA,8.3,NA
02-Jun-10,SF Sprague @ Ivory Pine,SR0150,NA,153,3438,6,2,2010,1247,123.75,1.8,11.83,82,9.6,7.72,88.7,36,18,9,1,4,241,31800,NA,4.5,NA
03-Jun-10,SF Sprague @ Picnic Area,SR0050,NA,154,3439,6,3,2010,920,167.04,2.32,7.03,49,10.74,7.77,88.6,67,25,6,1,16,336,27900,NA,10,NA
03-Jun-10,Sycan R @ Drews Rd,SR0070,NA,154,3439,6,3,2010,1300,145.17,2.92,13.72,77,9.15,7.85,88.3,33,12,8,1,15,453,29200,NA,NA,NA
08-Jun-10,Sprague R @ Power Plant,SR0090,NA,159,3444,6,8,2010,850,902.19,2.88,15.81,77,7.68,7.56,77.5,86,42,10,1,4,494,28600,NA,15.2,NA
09-Jun-10,Sprague R @ Power Plant,SR0090,NA,160,3445,6,9,2010,845,951.1,2.94,16,79,7.56,7.43,76.6,85,42,7,1,4,493,30000,NA,15.5,NA
16-Jun-10,NF Sprague @ 3411 Rd,SR0040,NA,167,3452,6,16,2010,1143,202.26,1.65,6.94,40,11.03,7.72,90.7,38,23,9,1,9,192,24800,NA,NA,NA
16-Jun-10,SF Sprague @ Picnic Area,SR0050,NA,167,3452,6,16,2010,1000,98.76,1.79,7.18,56,10.97,7.87,90.8,32,22,7,1,15,141,31300,NA,4.5,NA
16-Jun-10,Sycan R @ Drews Rd,SR0070,NA,167,3452,6,16,2010,1335,131.68,2.89,15.67,77,8.66,7.83,87.1,37,15,7,1,11,603,30600,NA,3.8,NA
16-Jun-10,N. Fork Sprague R @ Ivory Pine,SR0140,NA,167,3452,6,16,2010,1255,NA,NA,9.94,49,10.44,7.67,92.4,52,29,3,1,4,173,28600,NA,5.9,NA
17-Jun-10,Sprague R @ Godowa Rd,SR0060,NA,168,3453,6,17,2010,1000,406.62,3,12.48,69,10.39,8.28,97.1,66,32,6,1,4,196,31700,NA,NA,NA
17-Jun-10,Sprague R @ Lone Pine,SR0080,NA,168,3453,6,17,2010,1320,510.57,2.56,16.24,78,9.07,7.93,92.4,68,31,6,1,4,363,30600,NA,6.5,NA
17-Jun-10,Sprague R @ Power Plant,SR0090,NA,168,3453,6,17,2010,1455,552.52,2.26,18.11,78,9.91,8.57,105,65,40,6,1,4,367,30800,NA,9.5,NA
30-Jun-10,Sprague R @ Godowa Rd,SR0060,NA,181,3466,6,30,2010,920,211.73,1.98,17.75,95,7.49,7.84,78.7,72,44,3,1,4,261,33800,NA,3,NA
30-Jun-10,Sprague R @ Lone Pine,SR0080,NA,181,3466,6,30,2010,1315,237.29,1.46,20.9,103,8.95,8.57,100.3,66,44,8,1,4,368,31400,NA,3.6,NA
30-Jun-10,Sprague R @ Power Plant,SR0090,NA,181,3466,6,30,2010,1448,263.75,1.68,22.84,100,10.15,8.98,118,72,48,3,1,4,360,31600,NA,7.1,NA
30-Jun-10,SF Sprague @ Ivory Pine,SR0150,NA,181,3466,6,30,2010,1124,37.27,0.87,19.57,133,7.94,7.68,86.6,80,38,16,1,4,568,41500,NA,4.3,NA
01-Jul-10,NF Sprague @ 3411 Rd,SR0040,NA,182,3467,7,1,2010,1140,91.59,1.06,10.86,49,9.94,7.93,89.9,43,33,12,1,12,132,27900,NA,1.3,NA
01-Jul-10,SF Sprague @ Picnic Area,SR0050,NA,182,3467,7,1,2010,1000,40.76,1.22,12.23,73,7.81,7.95,91.6,53,26,12,2,8,131,34500,NA,2.3,NA
13-Jul-10,Sprague R @ Godowa Rd,SR0060,NA,194,3479,7,13,2010,855,149.05,1.3,18.2,109,7.23,7.93,76.8,64,47,8,1,4,275,34600,NA,3.5,NA
13-Jul-10,Sprague R @ Lone Pine,SR0080,NA,194,3479,7,13,2010,1242,128.79,0.99,22.7,124,8.15,8.58,94.5,105,46,7,1,4,330,32800,NA,1.4,NA
13-Jul-10,Sprague R @ Power Plant,SR0090,NA,194,3479,7,13,2010,1420,160.04,1.42,24.74,120,10.29,9.15,123.9,59,50,12,1,4,350,32000,NA,3.3,NA
13-Jul-10,SF Sprague @ Ivory Pine,SR0150,NA,194,3479,7,13,2010,1105,24.95,0.62,20.45,133,8.14,7.93,90.4,69,48,9,1,4,519,41000,NA,3.3,NA
15-Jul-10,NF Sprague @ 3411 Rd,SR0040,NA,196,3481,7,15,2010,1130,56.6,0.8,11.83,56,9.74,7.97,90,38,36,7,1,11,88,29100,NA,1,NA
15-Jul-10,SF Sprague @ Picnic Area,SR0050,NA,196,3481,7,15,2010,940,20.29,0.9,14.7,91,9.24,7.99,91.1,42,30,20,1,8,178,37500,NA,2.1,NA
15-Jul-10,Sycan R @ Drews Rd,SR0070,NA,196,3481,7,15,2010,1407,17.8,1.24,22.98,115,12.11,8.98,141.2,39,20,13,1,20,397,28800,NA,1.4,NA
15-Jul-10,N. Fork Sprague R @ Ivory Pine,SR0140,NA,196,3481,7,15,2010,1248,25.19,0.92,21.36,88,8.99,7.99,101.5,58,43,12,1,4,204,32900,NA,3.2,NA
28-Jul-10,NF Sprague @ 3411 Rd,SR0040,NA,209,3494,7,29,2010,1108,49.15,0.88,12.34,57,9.6,7.98,89.8,44,39,11,2,17,99,31800,NA,NA,NA
28-Jul-10,SF Sprague @ Picnic Area,SR0050,NA,209,3494,7,29,2010,948,15.65,0.84,16.44,96,8.67,7.97,88.7,34,38,9,2,14,150,30900,NA,1.4,NA
28-Jul-10,Sycan R @ Drews Rd,SR0070,NA,209,3494,7,29,2010,1340,14.06,0.94,21.97,126,11.61,8.98,132.8,44,25,13,2,24,343,28300,NA,1.5,NA
28-Jul-10,N. Fork Sprague R @ Ivory Pine,SR0140,NA,209,3494,7,29,2010,1215,22.21,0.9,20.81,103,8.43,7.83,94.3,64,52,12,2,4,291,36300,NA,3,NA
29-Jul-10,Sprague R @ Godowa Rd,SR0060,NA,210,3495,7,30,2010,900,130.44,0.93,17.2,110,7.76,8.16,80.7,69,50,20,2,4,250,35000,NA,2.7,NA
29-Jul-10,Sprague R @ Lone Pine,SR0080,NA,210,3495,7,30,2010,1240,116.26,0.85,22.9,126,9,8.99,104.8,56,39,7,2,4,262,30700,NA,2.6,NA
29-Jul-10,Sprague R @ Power Plant,SR0090,NA,210,3495,7,30,2010,1415,148.02,1.38,24.87,120,9.63,9.19,116.2,81,60,13,2,4,353,30900,NA,4.9,NA
29-Jul-10,SF Sprague @ Ivory Pine,SR0150,NA,210,3495,7,30,2010,1102,16.32,0.22,20.96,135,8.29,7.84,92.8,61,38,11,2,4,378,33300,NA,3,NA
10-Aug-10,NF Sprague @ 3411 Rd,SR0040,NA,222,3507,8,10,2010,1045,46.76,0.84,10.54,58,10.07,8.06,90.4,48,39,9,1,14,66,32900,NA,1.7,NA
10-Aug-10,SF Sprague @ Picnic Area,SR0050,NA,222,3507,8,10,2010,900,13.21,0.77,14.75,97,9.09,7.97,89.6,34,27,15,1,4,128,41200,NA,2.2,NA
10-Aug-10,Sycan R @ Drews Rd,SR0070,NA,222,3507,8,10,2010,1407,9.05,0.75,19.01,136,11.82,9.15,127.6,43,29,28,1,56,321,27700,NA,2,NA
10-Aug-10,N. Fork Sprague R @ Ivory Pine,SR0140,NA,222,3507,8,10,2010,1225,25.09,0.92,19,122,8.92,7.93,96.2,67,46,16,1,4,363,39200,NA,NA,NA
11-Aug-10,Sprague R @ Godowa Rd,SR0060,NA,223,3508,8,11,2010,848,129.26,0.9,15.22,119,7.84,8.03,78.1,68,44,12,1,4,210,37700,NA,4,NA
11-Aug-10,Sprague R @ Lone Pine,SR0080,NA,223,3508,8,11,2010,1323,85.5,0.6,19.55,124,10.34,9.28,112.8,61,36,10,1,4,314,28900,NA,2.8,NA
11-Aug-10,Sprague R @ Power Plant,SR0090,NA,223,3508,8,11,2010,1449,103.44,1.18,21.74,115,10.31,9.31,117.3,74,47,13,1,4,342,30600,NA,4.6,NA
11-Aug-10,SF Sprague @ Ivory Pine,SR0150,NA,223,3508,8,11,2010,1120,10.21,0,18.02,138,8.91,7.81,94.2,115,76,15,1,9,699,38700,NA,4,NA
08-Sep-10,NF Sprague @ 3411 Rd,SR0040,NA,251,3536,9,8,2010,1130,41.05,0.82,8.35,59,10.42,7.95,88.7,51,39,11,1,20,89,32500,NA,3.8,NA
08-Sep-10,SF Sprague @ Picnic Area,SR0050,NA,251,3536,9,8,2010,1000,10.74,0.76,10.88,99,9.82,7.96,88.9,29,21,12,1,4,92,39000,NA,2.8,NA
08-Sep-10,Sycan R @ Drews Rd,SR0070,NA,251,3536,9,8,2010,1400,11.08,0.8,15.58,135,10.05,8.54,101,47,31,28,1,52,267,28900,NA,0,NA
08-Sep-10,N. Fork Sprague R @ Ivory Pine,SR0140,NA,251,3536,9,8,2010,1235,21.5,0.88,14.24,92,9.62,7.91,93.8,50,37,12,1,4,172,36800,NA,3.8,NA
20-Sep-10,Sprague R @ Godowa Rd,SR0060,NA,263,3548,9,20,2010,840,159.45,1.01,12.43,122,7.73,7.77,72.4,58,47,19,1,15,289,36500,2,4.2,NA
20-Sep-10,Sprague R @ Lone Pine,SR0080,NA,263,3548,9,20,2010,1320,150.03,0.95,14.87,148,9.55,8.41,94.5,49,36,13,1,4,313,33200,0,3,NA
20-Sep-10,Sprague R @ Power Plant,SR0090,NA,263,3548,9,20,2010,1445,157.89,1.4,15.69,124,10.96,8.88,110.4,52,36,8,1,4,257,30500,0.6,3.7,NA
20-Sep-10,SF Sprague @ Ivory Pine,SR0150,NA,263,3548,9,20,2010,1100,25.55,0.32,12.79,155,7.79,7.52,73.6,96,63,16,1,4,699,36000,3.4,4.4,NA
22-Sep-10,SF Sprague @ Picnic Area,SR0050,NA,265,3550,9,22,2010,950,11.8,0.77,8.97,100,10.4,7.94,89.9,29,23,13,1,4,105,38800,0,2.3,NA
22-Sep-10,Sycan R @ Drews Rd,SR0070,NA,265,3550,9,22,2010,1329,13.71,0.87,14.7,132,10.52,8.27,103.7,46,32,17,1,35,231,30600,0,2.2,NA
22-Sep-10,N. Fork Sprague R @ Ivory Pine,SR0140,NA,265,3550,9,22,2010,1140,25.61,0.95,12.72,90,9.33,7.6,88,59,39,16,1,4,266,36000,0.4,4,NA
03-Nov-10,NF Sprague @ 3411 Rd,SR0040,NA,307,3592,11,3,2010,1240,NA,0.88,5.62,56,11.39,7.82,90.6,48,42,10,1,13,103,31400,2.2,4.4,NA
03-Nov-10,SF Sprague @ Picnic Area,SR0050,NA,307,3592,11,3,2010,1130,NA,0.84,6.26,94,11.61,7.96,93.9,34,28,7,1,4,104,39400,1.2,NA,NA
03-Nov-10,Sycan R @ Drews Rd,SR0070,NA,307,3592,11,3,2010,1430,NA,1.04,10.16,120,10.83,7.92,96.3,43,28,19,1,34,298,30100,2.6,2.1,NA
03-Nov-10,N. Fork Sprague R @ Ivory Pine,SR0140,NA,307,3592,11,3,2010,1345,NA,1.42,7.1,70,11.43,7.76,94.5,47,37,6,1,4,89,33300,0.8,5.3,NA
04-Nov-10,Sprague R @ Godowa Rd,SR0060,NA,308,3593,11,4,2010,1150,NA,1.28,9.9,93,11.5,8.48,101.5,50,39,9,1,24,134,35000,2.4,1.7,NA
04-Nov-10,Sprague R @ Lone Pine,SR0080,NA,308,3593,11,4,2010,1410,NA,1.32,9.39,109,10.7,8.13,93.4,48,33,8,1,4,209,32200,2.9,2.5,NA
04-Nov-10,Sprague R @ Power Plant,SR0090,NA,308,3593,11,4,2010,1455,268,1.68,9.61,111,10.96,8.35,96.2,50,35,8,1,4,182,32300,3.2,2.5,NA
04-Nov-10,SF Sprague @ Ivory Pine,SR0150,NA,308,3593,11,4,2010,1245,NA,0.16,7.17,108,11.76,8.05,97.4,33,16,22,1,4,161,35500,1.8,6.9,NA
16-Nov-10,NF Sprague @ 3411 Rd,SR0040,NA,320,3605,11,16,2010,1310,NA,0.94,5.01,53,11.47,7.73,89.8,57,41,48,1,17,145,29800,1.9,2.2,NA
16-Nov-10,SF Sprague @ Picnic Area,SR0050,NA,320,3605,11,16,2010,1040,18.99,0.92,4.65,92,11.92,7.86,92.5,42,34,3,1,4,105,37000,NA,NA,NA
16-Nov-10,Sycan R @ Drews Rd,SR0070,NA,320,3605,11,16,2010,1535,22.3,1.08,8.26,118,11.7,8.02,99.9,46,31,52,1,41,283,28500,1.7,1.2,NA
16-Nov-10,N. Fork Sprague R @ Ivory Pine,SR0140,NA,320,3605,11,16,2010,1445,NA,1.58,6.25,66,11.79,7.83,95.3,54,39,11,1,9,116,31200,3,3.2,NA
17-Nov-10,Sprague R @ Godowa Rd,SR0060,NA,321,3606,11,17,10,1030,211.52,1.37,7.36,91,10.55,7.96,87.7,56,42,NA,1,28,133,34500,NA,2.7,NA
17-Nov-10,Sprague R @ Lone Pine,SR0080,NA,321,3606,11,17,10,1540,NA,NA,6.38,110,11.3,8.17,94.1,61,30,9,1,4,153,33200,4.6,2.3,NA
17-Nov-10,SF Sprague @ Ivory Pine,SR0150,NA,321,3606,11,17,10,1425,NA,0.28,5.79,107,12.16,8.08,97.1,41,19,10,1,11,225,34400,7.4,6.8,NA
29-Nov-10,NF Sprague @ 3411 Rd,SR0040,NA,333,3618,11,29,2010,1230,47,0.86,0.96,57,12.82,7.86,90.1,57,43,14,1,17,101,31500,1.4,NA,NA
29-Nov-10,SF Sprague @ Picnic Area,SR0050,NA,333,3618,11,29,2010,1115,NA,0.86,-0.01,96,13.11,7.86,89.7,36,28,10,1,4,80,38900,0.8,2,NA
29-Nov-10,N. Fork Sprague R @ Ivory Pine,SR0140,NA,333,3618,11,29,2010,1430,67.35,1.46,0.36,70,13.21,7.76,91.2,57,38,7,1,14,106,33100,11,4.1,NA
30-Nov-10,Sprague R @ Godowa Rd,SR0060,NA,334,3619,11,30,2010,1010,194.86,1.27,4.81,99,11.24,7.76,87.6,54,38,27,1,41,135,35300,6.3,4.4,NA
30-Nov-10,Sprague R @ Lone Pine,SR0080,NA,334,3619,11,30,2010,1440,NA,1.42,0.02,119,12.65,7.8,86.6,52,34,17,1,19,157,33200,5.9,5,NA
30-Nov-10,Sprague R @ Power Plant,SR0090,NA,334,3619,11,30,2010,1530,290,1.78,-0.04,116,12.92,7.94,88.3,55,35,11,1,4,139,33600,9.2,6.4,NA
30-Nov-10,SF Sprague @ Ivory Pine,SR0150,NA,334,3619,11,30,2010,1315,NA,0.3,0.24,126,11.83,7.58,81.4,41,21,27,1,13,217,36000,3.3,3.9,NA
13-Dec-10,Sprague R @ Godowa Rd,SR0060,NA,347,3632,12,13,2010,900,520.78,3.33,6.53,76,9.98,7.48,81.2,68,40,3,1,33,374,29000,12.8,18.8,NA
13-Dec-10,Sprague R @ Lone Pine,SR0080,NA,347,3632,12,13,2010,1450,742.49,3.1,5.28,111,10.21,7.54,80.6,96,61,21,1,37,520,29200,20,23.2,NA
13-Dec-10,SF Sprague @ Ivory Pine,SR0150,NA,347,3632,12,13,2010,1145,262.56,2.74,4.23,67,10.92,7.46,83.8,79,36,15,1,17,489,26700,14.8,26.7,NA
14-Dec-10,NF Sprague @ 3411 Rd,SR0040,NA,348,3633,12,14,2010,1300,106.91,1.26,2.25,48,12.24,7.63,89.1,63,34,7,1,29,225,25900,4.9,6.9,NA
14-Dec-10,SF Sprague @ Picnic Area,SR0050,NA,348,3633,12,14,2010,1200,NA,2.24,3.02,63,11.81,7.64,87.8,123,28,17,1,33,788,28700,53.3,33.2,NA
14-Dec-10,Sprague R @ Power Plant,SR0090,NA,348,3633,12,14,2010,840,738.78,2.58,5,114,10.63,7.64,83.2,107,63,22,1,39,580,27500,24,27.6,NA
14-Dec-10,N. Fork Sprague R @ Ivory Pine,SR0140,NA,348,3633,12,14,2010,1450,244.89,3.1,3.9,61,11.26,7.45,85.7,119,42,16,1,4,517,27400,52,28.8,NA
15-Dec-10,Sprague R @ Power Plant,SR0090,NA,349,3634,12,15,2010,931,882.77,2.74,3.81,106,10.89,7.55,82.7,97,55,20,1,33,562,28600,31.8,22.7,NA
16-Dec-10,Sycan R @ Drews Rd,SR0070,NA,350,3635,12,16,2010,930,NA,3.09,0.17,63,12.52,7.37,86.1,57,17,6,1,28,536,22900,4,12.5,NA
16-Dec-10,Sprague R @ Power Plant,SR0090,NA,350,3635,12,16,2010,1115,914.15,2.9,1.44,97,11.61,7.54,82.6,101,51,33,1,35,562,27300,30.8,23.7,NA
11-Jan-11,NF Sprague @ 3411 Rd,SR0040,NA,11,3661,1,11,2011,1050,48.52,0.78,1.03,59,12.96,7.74,91.3,49,41,6,1,27,125,30400,NA,1.9,NA
11-Jan-11,Sycan R @ Drews Rd,SR0070,NA,11,3661,1,11,2011,1400,20.71,0.98,1.75,139,11.15,7.54,80.2,62,37,10,2,81,296,35300,4.8,4.3,NA
12-Jan-11,Sprague R @ Godowa Rd,SR0060,NA,12,3662,1,12,2011,940,235.75,1.3,4.54,94,11.14,7.81,86.2,82,44,3,1,63,244,35700,NA,12.8,NA
19-Jan-11,Sprague R @ Godowa Rd,SR0060,NA,19,3669,1,19,2011,930,960.66,4.94,2.49,74,10.65,7.45,78.1,97,52,18,3,66,511,27500,18,20.2,NA
19-Jan-11,Sycan R @ Drews Rd,SR0070,NA,19,3669,1,19,2011,1245,NA,5.89,0.65,37,12.75,7.51,88.8,79,17,6,1,34,634,15200,22.6,10,NA
19-Jan-11,Sprague R @ Power Plant,SR0090,NA,19,3669,1,19,2011,1425,1443.48,3.7,2.29,90,11.04,7.52,80.4,164,87,24,1,46,704,22400,62.5,41,NA
20-Jan-11,Sprague R @ Godowa Rd,SR0060,NA,20,3670,1,20,2011,850,702.98,4.46,2.62,81,11.05,7.38,81.3,123,41,14,1,56,435,29300,23.7,21.9,NA
20-Jan-11,Sycan R @ Drews Rd,SR0070,NA,20,3670,1,20,2011,1125,629.07,5.12,0.2,46,13.24,7.39,91.1,76,18,NA,1,27,557,16900,11.7,13.9,NA
20-Jan-11,Sprague R @ Lone Pine,SR0080,NA,20,3670,1,20,2011,1400,2096.77,3.5,1.45,70,11.03,7.24,78.6,141,20,7,1,24,716,20900,41.5,30.9,NA
22-Jan-11,Sprague R @ Power Plant,SR0090,NA,22,3672,1,22,2011,850,1912.13,4.14,1.26,74,11.47,7.25,81.3,123,59,25,1,51,645,22400,36.4,27.9,NA
24-Jan-11,Sprague R @ Godowa Rd,SR0060,NA,24,3674,1,24,2011,1015,414.57,2.68,3.96,90,11.24,7.68,85.7,64,38,9,1,54,266,32900,15.7,11.4,NA
24-Jan-11,Sycan R @ Drews Rd,SR0070,NA,24,3674,1,24,2011,1330,294.7,3.38,1.07,62,12.91,7.62,91,63,15,NA,1,18,514,20100,7,9.5,NA
24-Jan-11,Sprague R @ Lone Pine,SR0080,NA,24,3674,1,24,2011,1600,NA,3.63,2.94,98,11.42,7.51,84.7,82,41,9,1,44,435,26800,13,13.2,NA
24-Jan-11,Sprague R @ Power Plant,SR0090,NA,24,3674,1,24,2011,917,1283.88,3.32,1.61,90,11.59,7.5,82.9,101,48,37,1,53,520,25900,16,16.3,NA
25-Jan-11,NF Sprague @ 3411 Rd,SR0040,NA,25,3675,1,25,2011,1300,76.6,1.1,1.84,53,12.58,7.62,90.6,52,36,3,1,19,115,29400,2,3.1,NA
25-Jan-11,SF Sprague @ Picnic Area,SR0050,NA,25,3675,1,25,2011,1100,55.09,0.88,0.53,76,13.12,7.7,91.1,47,22,3,1,13,135,33700,3,6.8,NA
25-Jan-11,N. Fork Sprague R @ Ivory Pine,SR0140,NA,25,3675,1,25,2011,1013,138.51,1.98,1.49,66,12.41,7.41,88.5,63,34,3,1,28,142,31800,7.2,7,NA
25-Jan-11,SF Sprague @ Ivory Pine,SR0150,NA,25,3675,1,25,2011,1250,116.79,1.39,0.47,89,12.69,7.53,88,62,23,3,1,20,282,32500,24,16.1,NA
07-Feb-11,NF Sprague @ 3411 Rd,SR0040,NA,38,3688,2,7,2011,1230,65.18,0.91,2.51,55,12.3,7.7,90.2,47,39,7,1,17,NA,29900,1.2,2.9,NA
07-Feb-11,SF Sprague @ Picnic Area,SR0050,NA,38,3688,2,7,2011,1040,41.1,0.74,1.49,79,12.95,7.78,92.3,35,24,3,1,8,120,35800,1.2,4.7,NA
07-Feb-11,Sycan R @ Drews Rd,SR0070,NA,38,3688,2,7,2011,1330,136.02,2.37,2.26,78,12.66,7.59,92.2,46,15,3,1,15,457,23500,7.6,8,NA
07-Feb-11,N. Fork Sprague R @ Ivory Pine,SR0140,NA,38,3688,2,7,2011,1000,88.15,1.73,2.69,69,12.12,7.54,89.3,53,37,6,1,22,143,32200,NA,6.2,NA
08-Feb-11,Sprague R @ Godowa Rd,SR0060,NA,39,3689,2,8,2011,951,274.97,1.86,5.07,92,10.99,7.89,86.3,55,41,3,1,43,165,34300,8.6,6.9,NA
08-Feb-11,Sprague R @ Lone Pine,SR0080,NA,39,3689,2,8,2011,850,426.56,2.98,2.81,103,11.38,7.54,85.4,60,34,3,1,27,299,32500,12.5,NA,NA
